Team,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
CLE,84,Fri Apr 15 2022,7:30p,,Box Score,,Atlanta Hawks,L,,101,107,44,40,L 2,Play-In Game
IND,1,Wed Oct 20 2021,7:00p,,Box Score,@,Charlotte Hornets,L,,122,123,0,1,L 1,
IND,2,Fri Oct 22 2021,7:00p,,Box Score,@,Washington Wizards,L,OT,134,135,0,2,L 2,
IND,3,Sat Oct 23 2021,7:00p,,Box Score,,Miami Heat,W,OT,102,91,1,2,W 1,
IND,4,Mon Oct 25 2021,7:00p,,Box Score,,Milwaukee Bucks,L,,109,119,1,3,L 1,
IND,5,Wed Oct 27 2021,7:30p,,Box Score,@,Toronto Raptors,L,,100,118,1,4,L 2,
IND,6,Fri Oct 29 2021,7:30p,,Box Score,@,Brooklyn Nets,L,,98,105,1,5,L 3,
IND,7,Sat Oct 30 2021,7:30p,,Box Score,,Toronto Raptors,L,,94,97,1,6,L 4,
IND,8,Mon Nov 1 2021,7:00p,,Box Score,,San Antonio Spurs,W,,131,118,2,6,W 1,
IND,9,Wed Nov 3 2021,7:00p,,Box Score,,New York Knicks,W,,111,98,3,6,W 2,
IND,10,Fri Nov 5 2021,10:00p,,Box Score,@,Portland Trail Blazers,L,,106,110,3,7,L 1,
IND,11,Sun Nov 7 2021,6:00p,,Box Score,@,Sacramento Kings,W,,94,91,4,7,W 1,
IND,12,Wed Nov 10 2021,9:00p,,Box Score,@,Denver Nuggets,L,,98,101,4,8,L 1,
IND,13,Thu Nov 11 2021,9:00p,,Box Score,@,Utah Jazz,W,,111,100,5,8,W 1,
IND,14,Sat Nov 13 2021,7:00p,,Box Score,,Philadelphia 76ers,W,,118,113,6,8,W 2,
IND,15,Mon Nov 15 2021,7:30p,,Box Score,@,New York Knicks,L,,84,92,6,9,L 1,
IND,16,Wed Nov 17 2021,7:00p,,Box Score,@,Detroit Pistons,L,,89,97,6,10,L 2,
IND,17,Fri Nov 19 2021,7:00p,,Box Score,@,Charlotte Hornets,L,,118,121,6,11,L 3,
IND,18,Sat Nov 20 2021,7:00p,,Box Score,,New Orleans Pelicans,W,,111,94,7,11,W 1,
IND,19,Mon Nov 22 2021,8:00p,,Box Score,@,Chicago Bulls,W,,109,77,8,11,W 2,
IND,20,Wed Nov 24 2021,7:00p,,Box Score,,Los Angeles Lakers,L,OT,116,124,8,12,L 1,
IND,21,Fri Nov 26 2021,8:00p,,Box Score,,Toronto Raptors,W,,114,97,9,12,W 1,
IND,22,Sun Nov 28 2021,5:00p,,Box Score,,Milwaukee Bucks,L,,100,118,9,13,L 1,
IND,23,Mon Nov 29 2021,8:00p,,Box Score,@,Minnesota Timberwolves,L,,98,100,9,14,L 2,
IND,24,Wed Dec 1 2021,7:00p,,Box Score,,Atlanta Hawks,L,,111,114,9,15,L 3,
IND,25,Fri Dec 3 2021,7:00p,,Box Score,,Miami Heat,L,,104,113,9,16,L 4,
IND,26,Mon Dec 6 2021,7:00p,,Box Score,,Washington Wizards,W,,116,110,10,16,W 1,
IND,27,Wed Dec 8 2021,7:00p,,Box Score,,New York Knicks,W,,122,102,11,16,W 2,
IND,28,Fri Dec 10 2021,7:00p,,Box Score,,Dallas Mavericks,W,,106,93,12,16,W 3,
IND,29,Mon Dec 13 2021,7:00p,,Box Score,,Golden State Warriors,L,,100,102,12,17,L 1,
IND,30,Wed Dec 15 2021,8:00p,,Box Score,@,Milwaukee Bucks,L,,99,114,12,18,L 2,
IND,31,Thu Dec 16 2021,7:00p,,Box Score,,Detroit Pistons,W,,122,113,13,18,W 1,
IND,32,Tue Dec 21 2021,7:30p,,Box Score,@,Miami Heat,L,,96,125,13,19,L 1,
IND,33,Thu Dec 23 2021,7:00p,,Box Score,,Houston Rockets,W,,118,106,14,19,W 1,
IND,34,Sun Dec 26 2021,8:00p,,Box Score,@,Chicago Bulls,L,,105,113,14,20,L 1,
IND,35,Wed Dec 29 2021,7:00p,,Box Score,,Charlotte Hornets,L,,108,116,14,21,L 2,
IND,36,Fri Dec 31 2021,3:00p,,Box Score,,Chicago Bulls,L,,106,108,14,22,L 3,
IND,37,Sun Jan 2 2022,6:00p,,Box Score,@,Cleveland Cavaliers,L,,104,108,14,23,L 4,
IND,38,Tue Jan 4 2022,7:30p,,Box Score,@,New York Knicks,L,,94,104,14,24,L 5,
IND,39,Wed Jan 5 2022,7:30p,,Box Score,,Brooklyn Nets,L,,121,129,14,25,L 6,
IND,40,Sat Jan 8 2022,7:00p,,Box Score,,Utah Jazz,W,,125,113,15,25,W 1,
IND,41,Mon Jan 10 2022,7:30p,,Box Score,@,Boston Celtics,L,OT,98,101,15,26,L 1,
IND,42,Wed Jan 12 2022,7:00p,,Box Score,,Boston Celtics,L,,100,119,15,27,L 2,
IND,43,Fri Jan 14 2022,7:00p,,Box Score,,Phoenix Suns,L,,94,112,15,28,L 3,
IND,44,Mon Jan 17 2022,3:30p,,Box Score,@,Los Angeles Clippers,L,,133,139,15,29,L 4,
IND,45,Wed Jan 19 2022,10:30p,,Box Score,@,Los Angeles Lakers,W,,111,104,16,29,W 1,
IND,46,Thu Jan 20 2022,10:00p,,Box Score,@,Golden State Warriors,W,OT,121,117,17,29,W 2,
IND,47,Sat Jan 22 2022,9:00p,,Box Score,@,Phoenix Suns,L,,103,113,17,30,L 1,
IND,48,Mon Jan 24 2022,8:00p,,Box Score,@,New Orleans Pelicans,L,,113,117,17,31,L 2,
IND,49,Wed Jan 26 2022,7:00p,,Box Score,,Charlotte Hornets,L,,126,158,17,32,L 3,
IND,50,Fri Jan 28 2022,8:00p,,Box Score,@,Oklahoma City Thunder,W,OT,113,110,18,32,W 1,
IND,51,Sat Jan 29 2022,7:00p,,Box Score,@,Dallas Mavericks,L,,105,132,18,33,L 1,
IND,52,Mon Jan 31 2022,7:00p,,Box Score,,Los Angeles Clippers,W,,122,116,19,33,W 1,
IND,53,Wed Feb 2 2022,7:00p,,Box Score,,Orlando Magic,L,,118,119,19,34,L 1,
IND,54,Fri Feb 4 2022,7:00p,,Box Score,,Chicago Bulls,L,,115,122,19,35,L 2,
IND,55,Sun Feb 6 2022,6:00p,,Box Score,@,Cleveland Cavaliers,L,,85,98,19,36,L 3,
IND,56,Tue Feb 8 2022,7:30p,,Box Score,@,Atlanta Hawks,L,,112,133,19,37,L 4,
IND,57,Fri Feb 11 2022,7:00p,,Box Score,,Cleveland Cavaliers,L,,113,120,19,38,L 5,
IND,58,Sun Feb 13 2022,3:00p,,Box Score,,Minnesota Timberwolves,L,,120,129,19,39,L 6,
IND,59,Tue Feb 15 2022,8:00p,,Box Score,@,Milwaukee Bucks,L,,119,128,19,40,L 7,
IND,60,Wed Feb 16 2022,7:30p,,Box Score,,Washington Wizards,W,,113,108,20,40,W 1,
IND,61,Fri Feb 25 2022,7:00p,,Box Score,,Oklahoma City Thunder,L,OT,125,129,20,41,L 1,
IND,62,Sun Feb 27 2022,5:00p,,Box Score,,Boston Celtics,W,,128,107,21,41,W 1,
IND,63,Mon Feb 28 2022,7:00p,,Box Score,@,Orlando Magic,L,,103,119,21,42,L 1,
IND,64,Wed Mar 2 2022,7:00p,,Box Score,@,Orlando Magic,W,OT,122,114,22,42,W 1,
IND,65,Fri Mar 4 2022,7:00p,,Box Score,@,Detroit Pistons,L,,106,111,22,43,L 1,
IND,66,Sun Mar 6 2022,6:00p,,Box Score,@,Washington Wizards,L,,123,133,22,44,L 2,
IND,67,Tue Mar 8 2022,7:00p,,Box Score,,Cleveland Cavaliers,L,,124,127,22,45,L 3,
IND,68,Sat Mar 12 2022,8:00p,,Box Score,@,San Antonio Spurs,W,,119,108,23,45,W 1,
IND,69,Sun Mar 13 2022,7:00p,,Box Score,@,Atlanta Hawks,L,,128,131,23,46,L 1,
IND,70,Tue Mar 15 2022,7:00p,,Box Score,,Memphis Grizzlies,L,,102,135,23,47,L 2,
IND,71,Fri Mar 18 2022,8:00p,,Box Score,@,Houston Rockets,W,,121,118,24,47,W 1,
IND,72,Sun Mar 20 2022,3:30p,,Box Score,,Portland Trail Blazers,W,,129,98,25,47,W 2,
IND,73,Wed Mar 23 2022,7:00p,,Box Score,,Sacramento Kings,L,,109,110,25,48,L 1,
IND,74,Thu Mar 24 2022,8:00p,,Box Score,@,Memphis Grizzlies,L,,103,133,25,49,L 2,
IND,75,Sat Mar 26 2022,7:30p,,Box Score,@,Toronto Raptors,L,,91,131,25,50,L 3,
IND,76,Mon Mar 28 2022,7:00p,,Box Score,,Atlanta Hawks,L,,123,132,25,51,L 4,
IND,77,Wed Mar 30 2022,7:00p,,Box Score,,Denver Nuggets,L,,118,125,25,52,L 5,
IND,78,Fri Apr 1 2022,7:30p,,Box Score,@,Boston Celtics,L,,123,128,25,53,L 6,
IND,79,Sun Apr 3 2022,5:00p,,Box Score,,Detroit Pistons,L,,117,121,25,54,L 7,
IND,80,Tue Apr 5 2022,7:00p,,Box Score,,Philadelphia 76ers,L,,122,131,25,55,L 8,
IND,81,Sat Apr 9 2022,1:00p,,Box Score,@,Philadelphia 76ers,L,,120,133,25,56,L 9,
IND,82,Sun Apr 10 2022,3:30p,,Box Score,@,Brooklyn Nets,L,,126,134,25,57,L 10,
DET,1,Wed Oct 20 2021,7:00p,,Box Score,,Chicago Bulls,L,,88,94,0,1,L 1,
DET,2,Sat Oct 23 2021,8:00p,,Box Score,@,Chicago Bulls,L,,82,97,0,2,L 2,
DET,3,Mon Oct 25 2021,7:30p,,Box Score,@,Atlanta Hawks,L,,104,122,0,3,L 3,
DET,4,Thu Oct 28 2021,7:00p,,Box Score,@,Philadelphia 76ers,L,,102,110,0,4,L 4,
DET,5,Sat Oct 30 2021,7:00p,,Box Score,,Orlando Magic,W,,110,103,1,4,W 1,
DET,6,Sun Oct 31 2021,7:30p,,Box Score,@,Brooklyn Nets,L,,91,117,1,5,L 1,
DET,7,Tue Nov 2 2021,7:00p,,Box Score,,Milwaukee Bucks,L,,89,117,1,6,L 2,
DET,8,Thu Nov 4 2021,7:00p,,Box Score,,Philadelphia 76ers,L,,98,109,1,7,L 3,
DET,9,Fri Nov 5 2021,7:00p,,Box Score,,Brooklyn Nets,L,,90,96,1,8,L 4,
DET,10,Wed Nov 10 2021,7:30p,,Box Score,@,Houston Rockets,W,,112,104,2,8,W 1,
DET,11,Fri Nov 12 2021,7:30p,,Box Score,@,Cleveland Cavaliers,L,,78,98,2,9,L 1,
DET,12,Sat Nov 13 2021,7:30p,,Box Score,@,Toronto Raptors,W,,127,121,3,9,W 1,
DET,13,Mon Nov 15 2021,7:00p,,Box Score,,Sacramento Kings,L,,107,129,3,10,L 1,
DET,14,Wed Nov 17 2021,7:00p,,Box Score,,Indiana Pacers,W,,97,89,4,10,W 1,
DET,15,Fri Nov 19 2021,7:00p,,Box Score,,Golden State Warriors,L,,102,105,4,11,L 1,
DET,16,Sun Nov 21 2021,6:00p,,Box Score,,Los Angeles Lakers,L,,116,121,4,12,L 2,
DET,17,Tue Nov 23 2021,7:00p,,Box Score,,Miami Heat,L,,92,100,4,13,L 3,
DET,18,Wed Nov 24 2021,8:00p,,Box Score,@,Milwaukee Bucks,L,,93,114,4,14,L 4,
DET,19,Fri Nov 26 2021,3:30p,,Box Score,@,Los Angeles Clippers,L,,96,107,4,15,L 5,
DET,20,Sun Nov 28 2021,9:30p,,Box Score,@,Los Angeles Lakers,L,,106,110,4,16,L 6,
DET,21,Tue Nov 30 2021,10:00p,,Box Score,@,Portland Trail Blazers,L,,92,110,4,17,L 7,
DET,22,Thu Dec 2 2021,9:00p,,Box Score,@,Phoenix Suns,L,,103,114,4,18,L 8,
DET,23,Mon Dec 6 2021,7:00p,,Box Score,,Oklahoma City Thunder,L,,103,114,4,19,L 9,
DET,24,Wed Dec 8 2021,7:00p,,Box Score,,Washington Wizards,L,OT,116,119,4,20,L 10,
DET,25,Fri Dec 10 2021,8:00p,,Box Score,@,New Orleans Pelicans,L,,93,109,4,21,L 11,
DET,26,Sun Dec 12 2021,6:00p,,Box Score,,Brooklyn Nets,L,,104,116,4,22,L 12,
DET,27,Thu Dec 16 2021,7:00p,,Box Score,@,Indiana Pacers,L,,113,122,4,23,L 13,
DET,28,Sat Dec 18 2021,12:00p,,Box Score,,Houston Rockets,L,,107,116,4,24,L 14,
DET,29,Sun Dec 19 2021,6:00p,,Box Score,,Miami Heat,W,,100,90,5,24,W 1,
DET,30,Tue Dec 21 2021,7:30p,,Box Score,@,New York Knicks,L,,91,105,5,25,L 1,
DET,31,Thu Dec 23 2021,7:30p,,Box Score,@,Miami Heat,L,,112,115,5,26,L 2,
DET,32,Sun Dec 26 2021,7:00p,,Box Score,@,San Antonio Spurs,L,,109,144,5,27,L 3,
DET,33,Wed Dec 29 2021,7:00p,,Box Score,,New York Knicks,L,,85,94,5,28,L 4,
DET,34,Sat Jan 1 2022,7:00p,,Box Score,,San Antonio Spurs,W,OT,117,116,6,28,W 1,
DET,35,Mon Jan 3 2022,8:00p,,Box Score,@,Milwaukee Bucks,W,,115,106,7,28,W 2,
DET,36,Wed Jan 5 2022,7:00p,,Box Score,@,Charlotte Hornets,L,,111,140,7,29,L 1,
DET,37,Thu Jan 6 2022,8:00p,,Box Score,@,Memphis Grizzlies,L,,88,118,7,30,L 2,
DET,38,Sat Jan 8 2022,7:00p,,Box Score,,Orlando Magic,W,,97,92,8,30,W 1,
DET,39,Mon Jan 10 2022,7:00p,,Box Score,,Utah Jazz,W,,126,116,9,30,W 2,
DET,40,Tue Jan 11 2022,8:00p,,Box Score,@,Chicago Bulls,L,,87,133,9,31,L 1,
DET,41,Fri Jan 14 2022,7:00p,,Box Score,,Toronto Raptors,W,,103,87,10,31,W 1,
DET,42,Sun Jan 16 2022,1:00p,,Box Score,,Phoenix Suns,L,,108,135,10,32,L 1,
DET,43,Tue Jan 18 2022,10:00p,,Box Score,@,Golden State Warriors,L,,86,102,10,33,L 2,
DET,44,Wed Jan 19 2022,10:00p,,Box Score,@,Sacramento Kings,W,,133,131,11,33,W 1,
DET,45,Fri Jan 21 2022,9:00p,,Box Score,@,Utah Jazz,L,,101,111,11,34,L 1,
DET,46,Sun Jan 23 2022,8:00p,,Box Score,@,Denver Nuggets,L,,111,117,11,35,L 2,
DET,47,Tue Jan 25 2022,7:00p,,Box Score,,Denver Nuggets,L,,105,110,11,36,L 3,
DET,48,Fri Jan 28 2022,7:00p,,Box Score,@,Orlando Magic,L,,103,119,11,37,L 4,
DET,49,Sun Jan 30 2022,6:00p,,Box Score,,Cleveland Cavaliers,W,,115,105,12,37,W 1,
DET,50,Tue Feb 1 2022,7:00p,,Box Score,,New Orleans Pelicans,L,,101,111,12,38,L 1,
DET,51,Thu Feb 3 2022,7:00p,,Box Score,,Minnesota Timberwolves,L,,117,128,12,39,L 2,
DET,52,Fri Feb 4 2022,7:00p,,Box Score,,Boston Celtics,L,,93,102,12,40,L 3,
DET,53,Sun Feb 6 2022,3:30p,,Box Score,@,Minnesota Timberwolves,L,,105,118,12,41,L 4,
DET,54,Tue Feb 8 2022,8:30p,,Box Score,@,Dallas Mavericks,L,,86,116,12,42,L 5,
DET,55,Thu Feb 10 2022,7:00p,,Box Score,,Memphis Grizzlies,L,,107,132,12,43,L 6,
DET,56,Fri Feb 11 2022,7:00p,,Box Score,,Charlotte Hornets,L,,119,141,12,44,L 7,
DET,57,Mon Feb 14 2022,7:00p,,Box Score,@,Washington Wizards,L,,94,103,12,45,L 8,
DET,58,Wed Feb 16 2022,7:30p,,Box Score,@,Boston Celtics,W,,112,111,13,45,W 1,
DET,59,Thu Feb 24 2022,7:00p,,Box Score,,Cleveland Cavaliers,W,,106,103,14,45,W 2,
DET,60,Sat Feb 26 2022,12:00p,,Box Score,,Boston Celtics,L,,104,113,14,46,L 1,
DET,61,Sun Feb 27 2022,7:00p,,Box Score,@,Charlotte Hornets,W,OT,127,126,15,46,W 1,
DET,62,Tue Mar 1 2022,7:00p,,Box Score,@,Washington Wizards,L,,113,116,15,47,L 1,
DET,63,Thu Mar 3 2022,7:30p,,Box Score,@,Toronto Raptors,W,,108,106,16,47,W 1,
DET,64,Fri Mar 4 2022,7:00p,,Box Score,,Indiana Pacers,W,,111,106,17,47,W 2,
DET,65,Mon Mar 7 2022,7:00p,,Box Score,,Atlanta Hawks,W,OT,113,110,18,47,W 3,
DET,66,Wed Mar 9 2022,7:00p,,Box Score,,Chicago Bulls,L,,108,114,18,48,L 1,
DET,67,Fri Mar 11 2022,7:30p,,Box Score,@,Boston Celtics,L,,103,114,18,49,L 2,
DET,68,Sun Mar 13 2022,3:00p,,Box Score,,Los Angeles Clippers,L,,102,106,18,50,L 3,
DET,69,Tue Mar 15 2022,7:30p,,Box Score,@,Miami Heat,L,,98,105,18,51,L 4,
DET,70,Thu Mar 17 2022,7:00p,,Box Score,@,Orlando Magic,W,,134,120,19,51,W 1,
DET,71,Sat Mar 19 2022,8:00p,,Box Score,@,Cleveland Cavaliers,L,,109,113,19,52,L 1,
DET,72,Mon Mar 21 2022,7:00p,,Box Score,,Portland Trail Blazers,L,,115,119,19,53,L 2,
DET,73,Wed Mar 23 2022,7:00p,,Box Score,,Atlanta Hawks,W,,122,101,20,53,W 1,
DET,74,Fri Mar 25 2022,7:00p,,Box Score,,Washington Wizards,L,,97,100,20,54,L 1,
DET,75,Sun Mar 27 2022,3:30p,,Box Score,,New York Knicks,L,,102,104,20,55,L 2,
DET,76,Tue Mar 29 2022,7:30p,,Box Score,@,Brooklyn Nets,L,,123,130,20,56,L 3,
DET,77,Thu Mar 31 2022,7:00p,,Box Score,,Philadelphia 76ers,W,,102,94,21,56,W 1,
DET,78,Fri Apr 1 2022,8:00p,,Box Score,@,Oklahoma City Thunder,W,,110,101,22,56,W 2,
DET,79,Sun Apr 3 2022,5:00p,,Box Score,@,Indiana Pacers,W,,121,117,23,56,W 3,
DET,80,Wed Apr 6 2022,7:00p,,Box Score,,Dallas Mavericks,L,,113,131,23,57,L 1,
DET,81,Fri Apr 8 2022,7:00p,,Box Score,,Milwaukee Bucks,L,,101,131,23,58,L 2,
DET,82,Sun Apr 10 2022,7:00p,,Box Score,@,Philadelphia 76ers,L,,106,118,23,59,L 3,
SAC,1,Wed Oct 20 2021,10:00p,,Box Score,@,Portland Trail Blazers,W,,124,121,1,0,W 1,
SAC,2,Fri Oct 22 2021,10:00p,,Box Score,,Utah Jazz,L,,101,110,1,1,L 1,
SAC,3,Sun Oct 24 2021,9:00p,,Box Score,,Golden State Warriors,L,,107,119,1,2,L 2,
SAC,4,Wed Oct 27 2021,10:00p,,Box Score,@,Phoenix Suns,W,,110,107,2,2,W 1,
SAC,5,Fri Oct 29 2021,8:00p,,Box Score,@,New Orleans Pelicans,W,,113,109,3,2,W 2,
SAC,6,Sun Oct 31 2021,3:30p,,Box Score,@,Dallas Mavericks,L,,99,105,3,3,L 1,
SAC,7,Tue Nov 2 2021,9:00p,,Box Score,@,Utah Jazz,L,,113,119,3,4,L 2,
SAC,8,Wed Nov 3 2021,10:00p,,Box Score,,New Orleans Pelicans,W,,112,99,4,4,W 1,
SAC,9,Fri Nov 5 2021,10:00p,,Box Score,,Charlotte Hornets,W,,140,110,5,4,W 2,
SAC,10,Sun Nov 7 2021,6:00p,,Box Score,,Indiana Pacers,L,,91,94,5,5,L 1,
SAC,11,Mon Nov 8 2021,10:00p,,Box Score,,Phoenix Suns,L,,104,109,5,6,L 2,
SAC,12,Wed Nov 10 2021,8:30p,,Box Score,@,San Antonio Spurs,L,,117,136,5,7,L 3,
SAC,13,Fri Nov 12 2021,8:00p,,Box Score,@,Oklahoma City Thunder,L,,103,105,5,8,L 4,
SAC,14,Mon Nov 15 2021,7:00p,,Box Score,@,Detroit Pistons,W,,129,107,6,8,W 1,
SAC,15,Wed Nov 17 2021,8:00p,,Box Score,@,Minnesota Timberwolves,L,,97,107,6,9,L 1,
SAC,16,Fri Nov 19 2021,10:00p,,Box Score,,Toronto Raptors,L,,89,108,6,10,L 2,
SAC,17,Sat Nov 20 2021,10:00p,,Box Score,,Utah Jazz,L,,105,123,6,11,L 3,
SAC,18,Mon Nov 22 2021,10:00p,,Box Score,,Philadelphia 76ers,L,,94,102,6,12,L 4,
SAC,19,Wed Nov 24 2021,10:00p,,Box Score,,Portland Trail Blazers,W,,125,121,7,12,W 1,
SAC,20,Fri Nov 26 2021,10:30p,,Box Score,@,Los Angeles Lakers,W,3OT,141,137,8,12,W 2,
SAC,21,Sun Nov 28 2021,6:00p,,Box Score,@,Memphis Grizzlies,L,,101,128,8,13,L 1,
SAC,22,Tue Nov 30 2021,10:00p,,Box Score,,Los Angeles Lakers,L,,92,117,8,14,L 2,
SAC,23,Wed Dec 1 2021,10:30p,,Box Score,@,Los Angeles Clippers,W,,124,115,9,14,W 1,
SAC,24,Sat Dec 4 2021,10:00p,,Box Score,,Los Angeles Clippers,W,,104,99,10,14,W 2,
SAC,25,Wed Dec 8 2021,10:00p,,Box Score,,Orlando Magic,W,,142,130,11,14,W 3,
SAC,26,Fri Dec 10 2021,7:00p,,Box Score,@,Charlotte Hornets,L,,123,124,11,15,L 1,
SAC,27,Sat Dec 11 2021,8:00p,,Box Score,@,Cleveland Cavaliers,L,,103,117,11,16,L 2,
SAC,28,Mon Dec 13 2021,7:00p,,Box Score,@,Toronto Raptors,L,,101,124,11,17,L 3,
SAC,29,Wed Dec 15 2021,10:00p,,Box Score,,Washington Wizards,W,,119,105,12,17,W 1,
SAC,30,Fri Dec 17 2021,10:00p,,Box Score,,Memphis Grizzlies,L,,105,124,12,18,L 1,
SAC,31,Sun Dec 19 2021,6:00p,,Box Score,,San Antonio Spurs,W,,121,114,13,18,W 1,
SAC,32,Mon Dec 20 2021,10:00p,,Box Score,@,Golden State Warriors,L,,98,113,13,19,L 1,
SAC,33,Wed Dec 22 2021,10:00p,,Box Score,,Los Angeles Clippers,L,,89,105,13,20,L 2,
SAC,34,Sun Dec 26 2021,6:00p,,Box Score,,Memphis Grizzlies,L,,102,127,13,21,L 3,
SAC,35,Tue Dec 28 2021,10:00p,,Box Score,,Oklahoma City Thunder,W,,117,111,14,21,W 1,
SAC,36,Wed Dec 29 2021,10:30p,,Box Score,,Dallas Mavericks,W,,95,94,15,21,W 2,
SAC,37,Fri Dec 31 2021,6:00p,,Box Score,,Dallas Mavericks,L,,96,112,15,22,L 1,
SAC,38,Sun Jan 2 2022,6:00p,,Box Score,,Miami Heat,W,,115,113,16,22,W 1,
SAC,39,Tue Jan 4 2022,10:30p,,Box Score,@,Los Angeles Lakers,L,,114,122,16,23,L 1,
SAC,40,Wed Jan 5 2022,10:00p,,Box Score,,Atlanta Hawks,L,,102,108,16,24,L 2,
SAC,41,Fri Jan 7 2022,9:00p,,Box Score,@,Denver Nuggets,L,,111,121,16,25,L 3,
SAC,42,Sun Jan 9 2022,9:00p,,Box Score,@,Portland Trail Blazers,L,,88,103,16,26,L 4,
SAC,43,Mon Jan 10 2022,10:00p,,Box Score,,Cleveland Cavaliers,L,,108,109,16,27,L 5,
SAC,44,Wed Jan 12 2022,10:00p,,Box Score,,Los Angeles Lakers,W,,125,116,17,27,W 1,
SAC,45,Fri Jan 14 2022,10:00p,,Box Score,,Houston Rockets,W,,126,114,18,27,W 2,
SAC,46,Sun Jan 16 2022,6:00p,,Box Score,,Houston Rockets,L,,112,118,18,28,L 1,
SAC,47,Wed Jan 19 2022,10:00p,,Box Score,,Detroit Pistons,L,,131,133,18,29,L 2,
SAC,48,Sat Jan 22 2022,7:00p,,Box Score,@,Milwaukee Bucks,L,,127,133,18,30,L 3,
SAC,49,Tue Jan 25 2022,7:30p,,Box Score,@,Boston Celtics,L,,75,128,18,31,L 4,
SAC,50,Wed Jan 26 2022,7:30p,,Box Score,@,Atlanta Hawks,L,,104,121,18,32,L 5,
SAC,51,Sat Jan 29 2022,7:30p,,Box Score,@,Philadelphia 76ers,L,,101,103,18,33,L 6,
SAC,52,Mon Jan 31 2022,7:30p,,Box Score,@,New York Knicks,L,,96,116,18,34,L 7,
SAC,53,Wed Feb 2 2022,10:00p,,Box Score,,Brooklyn Nets,W,,112,101,19,34,W 1,
SAC,54,Thu Feb 3 2022,10:00p,,Box Score,@,Golden State Warriors,L,,114,126,19,35,L 1,
SAC,55,Sat Feb 5 2022,10:00p,,Box Score,,Oklahoma City Thunder,W,,113,103,20,35,W 1,
SAC,56,Tue Feb 8 2022,10:00p,,Box Score,,Minnesota Timberwolves,L,,114,134,20,36,L 1,
SAC,57,Wed Feb 9 2022,10:00p,,Box Score,,Minnesota Timberwolves,W,,132,119,21,36,W 1,
SAC,58,Sat Feb 12 2022,7:00p,,Box Score,@,Washington Wizards,W,,123,110,22,36,W 2,
SAC,59,Mon Feb 14 2022,7:30p,,Box Score,@,Brooklyn Nets,L,,85,109,22,37,L 1,
SAC,60,Wed Feb 16 2022,8:00p,,Box Score,@,Chicago Bulls,L,,118,125,22,38,L 2,
SAC,61,Thu Feb 24 2022,10:00p,,Box Score,,Denver Nuggets,L,,110,128,22,39,L 3,
SAC,62,Sat Feb 26 2022,9:00p,,Box Score,@,Denver Nuggets,L,,110,115,22,40,L 4,
SAC,63,Mon Feb 28 2022,8:00p,,Box Score,@,Oklahoma City Thunder,W,,131,110,23,40,W 1,
SAC,64,Wed Mar 2 2022,8:00p,,Box Score,@,New Orleans Pelicans,L,,95,125,23,41,L 1,
SAC,65,Thu Mar 3 2022,8:30p,,Box Score,@,San Antonio Spurs,W,,115,112,24,41,W 1,
SAC,66,Sat Mar 5 2022,5:00p,,Box Score,@,Dallas Mavericks,L,,113,114,24,42,L 1,
SAC,67,Mon Mar 7 2022,10:30p,,Box Score,,New York Knicks,L,,115,131,24,43,L 2,
SAC,68,Wed Mar 9 2022,10:00p,,Box Score,,Denver Nuggets,L,,100,106,24,44,L 3,
SAC,69,Sat Mar 12 2022,9:00p,,Box Score,@,Utah Jazz,L,,125,134,24,45,L 4,
SAC,70,Mon Mar 14 2022,10:00p,,Box Score,,Chicago Bulls,W,,112,103,25,45,W 1,
SAC,71,Wed Mar 16 2022,10:00p,,Box Score,,Milwaukee Bucks,L,,126,135,25,46,L 1,
SAC,72,Fri Mar 18 2022,10:00p,,Box Score,,Boston Celtics,L,,97,126,25,47,L 2,
SAC,73,Sun Mar 20 2022,6:00p,,Box Score,,Phoenix Suns,L,OT,124,127,25,48,L 3,
SAC,74,Wed Mar 23 2022,7:00p,,Box Score,@,Indiana Pacers,W,,110,109,26,48,W 1,
SAC,75,Sat Mar 26 2022,7:00p,,Box Score,@,Orlando Magic,W,OT,114,110,27,48,W 2,
SAC,76,Mon Mar 28 2022,7:30p,,Box Score,@,Miami Heat,L,,100,123,27,49,L 1,
SAC,77,Wed Mar 30 2022,8:00p,,Box Score,@,Houston Rockets,W,,121,118,28,49,W 1,
SAC,78,Fri Apr 1 2022,8:00p,,Box Score,@,Houston Rockets,W,,122,117,29,49,W 2,
SAC,79,Sun Apr 3 2022,9:00p,,Box Score,,Golden State Warriors,L,,90,109,29,50,L 1,
SAC,80,Tue Apr 5 2022,10:00p,,Box Score,,New Orleans Pelicans,L,,109,123,29,51,L 2,
SAC,81,Sat Apr 9 2022,9:30p,,Box Score,@,Los Angeles Clippers,L,,98,117,29,52,L 3,
SAC,82,Sun Apr 10 2022,9:30p,,Box Score,@,Phoenix Suns,W,,116,109,30,52,W 1,
LAC,1,Thu Oct 21 2021,10:00p,,Box Score,@,Golden State Warriors,L,,113,115,0,1,L 1,
LAC,2,Sat Oct 23 2021,10:30p,,Box Score,,Memphis Grizzlies,L,,114,120,0,2,L 2,
LAC,3,Mon Oct 25 2021,10:30p,,Box Score,,Portland Trail Blazers,W,,116,86,1,2,W 1,
